Node_A,Node_B,
SM1      ,SM3      ,
SM585    ,SM583    ,
SM585    ,SM579    ,
SM585    ,SM600    ,
SM714    ,SM709    ,
SM843    ,SM842    ,
SM597    ,SM591    ,
SM421    ,SM422    ,
SM130    ,SM135    ,
SM130    ,SM126    ,
SM126    ,SM121    ,
SM121    ,SM116    ,
SM2      ,SM4      ,
SM2      ,SM1      ,
SM3      ,SM5      ,
SM11     ,SM8      ,
SM11     ,SM14     ,
SM14     ,SM18     ,
SM18     ,SM21     ,
SM21     ,SM25     ,
SM25     ,SM59     ,
SM25     ,SM55     ,
SM579    ,SM572    ,
SM600    ,SM617    ,
SM617    ,SM620    ,
SM620    ,SM625    ,
SM625    ,SM628    ,
SM628    ,SM633    ,
SM633    ,SM638    ,
SM638    ,SM642    ,
SM642    ,SM646    ,
SM709    ,SM702    ,
SM828    ,SM827    ,
SM828    ,SM829    ,
SM829    ,SM830    ,
SM836    ,SM835    ,
SM836    ,SM837    ,
SM837    ,SM838    ,
SM838    ,SM839    ,
SM839    ,SM840    ,
SM841    ,SM840    ,
SM841    ,SM842    ,
SM821    ,SM824    ,
SM821    ,SM818    ,
SM821    ,SM819    ,
SM819    ,SM818    ,
SM818    ,SM817    ,
SM759    ,SM762    ,
SM759    ,SM757    ,
SM757    ,SM755    ,
SM755    ,SM752    ,
SM752    ,SM750    ,
SM750    ,SM747    ,
SM658    ,SM661    ,
SM658    ,SM654    ,
SM591    ,SM584    ,
SM576    ,SM584    ,
SM576    ,SM564    ,
SM564    ,SM555    ,
SM555    ,SM541    ,
SM541    ,SM532    ,
SM532    ,SM524    ,
SM524    ,SM519    ,
SM519    ,SM514    ,
SM514    ,SM511    ,
SM511    ,SM507    ,
SM422    ,SM424    ,
SM334    ,SM337    ,
SM334    ,SM331    ,
SM331    ,SM328    ,
SM138    ,SM144    ,
SM138    ,SM135    ,
SM159    ,SM153    ,
SM159    ,SM166    ,
SM166    ,SM176    ,
SM176    ,SM183    ,
SM116    ,SM109    ,
SM109    ,SM104    ,
SM104    ,SM97     ,
SM97     ,SM91     ,
SM91     ,SM85     ,
SM85     ,SM80     ,
SM80     ,SM74     ,
SM74     ,SM68     ,
SM68     ,SM63     ,
SM63     ,SM72     ,
SM63     ,SM58     ,
SM58     ,SM53     ,
SM53     ,SM49     ,
SM49     ,SM34     ,
SM34     ,SM28     ,
SM28     ,SM23     ,
SM23     ,SM20     ,
SM20     ,SM17     ,
SM17     ,SM15     ,
SM15     ,SM12     ,
SM76     ,SM83     ,
SM76     ,SM67     ,
SM67     ,SM59     ,
SM59     ,SM55     ,
SM218    ,SM221    ,
SM552    ,SM547    ,
SM552    ,SM560    ,
SM560    ,SM572    ,
SM618    ,SM616    ,
SM618    ,SM621    ,
SM621    ,SM624    ,
SM624    ,SM627    ,
SM627    ,SM630    ,
SM634    ,SM630    ,
SM634    ,SM636    ,
SM636    ,SM640    ,
SM640    ,SM643    ,
SM643    ,SM647    ,
SM647    ,SM650    ,
SM646    ,SM652    ,
SM702    ,SM694    ,
SM803    ,SM798    ,
SM803    ,SM805    ,
SM805    ,SM807    ,
SM807    ,SM812    ,
