Node_A,Node_B,
SM1     ,SM2     ,
SM1     ,SM3     ,
SM122   ,SM126   ,
SM122   ,SM137   ,
SM1250  ,SM1254  ,
SM1250  ,SM1332  ,
SM1617  ,SM1669  ,
SM2912  ,SM2844  ,
SM2912  ,SM3179  ,
SM10778 ,SM11047 ,
SM10778 ,SM11492 ,
SM11492 ,SM11501 ,
SM12643 ,SM12711 ,
SM12643 ,SM12811 ,
SM12811 ,SM12711 ,
SM12811 ,SM12860 ,
SM20001 ,SM19988 ,
SM20001 ,SM20004 ,
SM20004 ,SM20003 ,
SM20000 ,SM19997 ,
SM20000 ,SM19998 ,
SM19998 ,SM19996 ,
SM19998 ,SM19991 ,
SM19991 ,SM19992 ,
SM19991 ,SM19987 ,
SM19987 ,SM19953 ,
SM19732 ,SM19740 ,
SM19732 ,SM19718 ,
SM19732 ,SM19724 ,
SM19724 ,SM19712 ,
SM19724 ,SM19682 ,
SM19682 ,SM19693 ,
SM19682 ,SM19672 ,
SM19682 ,SM19637 ,
SM19637 ,SM19652 ,
SM19637 ,SM19632 ,
SM19637 ,SM19598 ,
SM19598 ,SM19608 ,
SM19598 ,SM19582 ,
SM18004 ,SM18005 ,
SM18004 ,SM17991 ,
SM17991 ,SM17981 ,
SM6645  ,SM6593  ,
SM6645  ,SM5958  ,
SM5629  ,SM5845  ,
SM5629  ,SM5586  ,
SM3418  ,SM3390  ,
SM334   ,SM960   ,
SM334   ,SM345   ,
SM54    ,SM57    ,
SM54    ,SM47    ,
SM23    ,SM26    ,
SM23    ,SM19    ,
SM23    ,SM12    ,
SM12    ,SM13    ,
SM12    ,SM9     ,
SM12    ,SM2     ,
SM2     ,SM9     ,
SM3     ,SM4     ,
SM5     ,SM4     ,
SM5     ,SM7     ,
SM5     ,SM10    ,
SM10    ,SM11    ,
SM61    ,SM78    ,
SM140   ,SM115   ,
SM140   ,SM150   ,
SM140   ,SM194   ,
SM137   ,SM148   ,
SM137   ,SM144   ,
SM144   ,SM148   ,
SM144   ,SM162   ,
SM311   ,SM270   ,
SM311   ,SM276   ,
SM311   ,SM346   ,
SM662   ,SM632   ,
SM662   ,SM697   ,
SM906   ,SM908   ,
SM1254  ,SM1260  ,
SM1332  ,SM1413  ,
SM1413  ,SM1485  ,
SM1673  ,SM1677  ,
SM1673  ,SM1711  ,
SM1669  ,SM1707  ,
SM1853  ,SM1824  ,
SM1853  ,SM1889  ,
SM1889  ,SM1921  ,
SM1921  ,SM1968  ,
SM1921  ,SM1961  ,
SM1961  ,SM2007  ,
SM2007  ,SM2058  ,
SM2058  ,SM2103  ,
SM2103  ,SM2145  ,
SM2145  ,SM2182  ,
SM2182  ,SM2230  ,
SM2230  ,SM2281  ,
SM2281  ,SM2333  ,
SM2333  ,SM2379  ,
SM2379  ,SM2430  ,
SM2430  ,SM2474  ,
SM2474  ,SM2529  ,
SM2529  ,SM2585  ,
SM2585  ,SM2638  ,
SM2638  ,SM2684  ,
SM2684  ,SM2744  ,
SM2744  ,SM2793  ,
SM2793  ,SM2844  ,
SM3270  ,SM3357  ,
SM3270  ,SM3326  ,
