Node_A,Node_B,
SM1     ,SM4     ,
SM1     ,SM8     ,
SM8     ,SM10    ,
SM8     ,SM11    ,
SM9293  ,SM9303  ,
SM48633 ,SM48720 ,
SM56573 ,SM56419 ,
SM56573 ,SM56629 ,
SM56629 ,SM56694 ,
SM58411 ,SM58245 ,
SM58411 ,SM58311 ,
SM58411 ,SM58524 ,
SM58524 ,SM58665 ,
SM70364 ,SM70362 ,
SM70364 ,SM70363 ,
SM70363 ,SM70362 ,
SM70363 ,SM70361 ,
SM70354 ,SM70353 ,
SM70354 ,SM70329 ,
SM60477 ,SM60537 ,
SM60477 ,SM60296 ,
SM60477 ,SM60179 ,
SM60179 ,SM60244 ,
SM60179 ,SM59697 ,
SM58349 ,SM58722 ,
SM58349 ,SM58604 ,
SM58349 ,SM58594 ,
SM58349 ,SM58255 ,
SM55615 ,SM56306 ,
SM55615 ,SM55603 ,
SM55615 ,SM54872 ,
SM54872 ,SM54863 ,
SM54872 ,SM54217 ,
SM551   ,SM548   ,
SM551   ,SM446   ,
SM446   ,SM492   ,
SM446   ,SM391   ,
SM391   ,SM390   ,
SM28    ,SM30    ,
SM4     ,SM5     ,
SM5     ,SM7     ,
SM7     ,SM12    ,
SM7     ,SM10    ,
SM10    ,SM12    ,
SM11    ,SM15    ,
SM296   ,SM289   ,
SM296   ,SM307   ,
SM307   ,SM383   ,
SM383   ,SM443   ,
SM443   ,SM511   ,
SM511   ,SM524   ,
SM9303  ,SM9313  ,
SM14382 ,SM14364 ,
SM23790 ,SM23796 ,
SM23790 ,SM23915 ,
SM27295 ,SM27168 ,
SM27295 ,SM27325 ,
SM27295 ,SM27468 ,
SM28218 ,SM28245 ,
SM28218 ,SM28345 ,
SM28345 ,SM28456 ,
SM28456 ,SM28427 ,
SM28456 ,SM28511 ,
SM28456 ,SM28538 ,
SM30501 ,SM30368 ,
SM41152 ,SM41065 ,
SM41152 ,SM41227 ,
SM41227 ,SM41312 ,
SM41312 ,SM41499 ,
SM41499 ,SM41659 ,
SM41659 ,SM41810 ,
SM41810 ,SM41969 ,
SM42418 ,SM42322 ,
SM42418 ,SM42525 ,
SM42525 ,SM42619 ,
SM47325 ,SM47357 ,
SM47325 ,SM47952 ,
SM47952 ,SM48114 ,
SM48720 ,SM48808 ,
SM53933 ,SM53834 ,
SM53933 ,SM54000 ,
SM56419 ,SM56274 ,
